,ID,ANO_NACIMIENTO,RAZA,PADRE,INTERPARTO
2031,130038,2013,1/4HOL,BR,0
2032,130038ME,2013,F1H,HOL,406
2033,130039,2013,1/4HOL,BR,0
2034,130039HO,2013,F1H,HO7123,345
2035,130039ME,2013,F1H,HOL,353
2036,130040,2013,1/4HOL,BR,0
2037,130040HO,2013,F1H,HO9578,322
2038,130040JO,2013,F1H,HOL,525
2039,130041,2013,1/4HOL,BR,0
2040,130042,2013,1/4HOL,BR,0
2041,130042HO,2013,F1H,HO9578,378
2042,130042JO,2013,F1H,HOL,370
2043,130042ME,2013,F1H,HOL,309
2044,130043HO,2013,F1H,HO7123,449
2045,130043JO,2013,F1H,HOL,346
2046,130044,2013,1/4HOL,BR,0
2047,130045,2013,1/4HOL,BR,0
2048,130046,2013,1/4HOL,BR,0
2049,130046HO,2013,F1H,HO9578,350
2050,130046JO,2013,F1H,HOL,408
2051,130047HO,2013,F1H,HO9578,362
2052,130050HO,2013,F1H,HOL,0
2053,130050JO,2013,F1H,HOL,412
2054,130051,2013,1/4HOL,BR,0
2055,130051HO,2013,F1H,HO9578,392
2056,130052,2013,1/4HOL,BR,0
2057,130052HO,2013,F1H,HO7123,321
2058,130052JO,2013,F1H,HOL,0
2059,130052PL,2013,F1H,HO11572,339
2060,130053HO,2013,F1H,HO9578,304
2061,130053JO,2013,F1H,HOL,0
2062,130054HO,2013,F1H,HO9578,422
2063,130054PL,2013,F1H,HO11572,413
2064,130055HO,2013,F1H,HO9578,494
2065,130056,2013,1/4HOL,BR,0
2066,130057,2013,1/4HOL,BR,0
2067,130057HO,2013,F1H,HO9578,369
2068,130060,2013,1/4HOL,BR,0
2069,130060PL,2013,F1H,HO11572,311
2070,130061HO,2013,F1H,HO9578,0
2071,130062JO,2013,F1H,HOL,316
2072,130063JO,2013,F1H,HOL,308
2073,130063PL,2013,F1H,HO11572,0
2074,130064,2013,1/4HOL,BR,0
2075,130065JO,2013,F1H,HOL,316
2076,130066,2013,1/4HOL,BR,0
2077,130067HO,2013,F1H,HO9578,381
2078,130067JO,2013,F1H,HOL,0
2079,130068,2013,1/4HOL,BR,0
2080,130068JO,2013,F1H,HOL,348
2081,130069JO,2013,F1H,HOL,406
2082,130070,2013,1/4HOL,BR,0
2083,130071,2013,1/4HOL,BR,0
2084,130071JO,2013,F1H,HOL,318
2085,130072JO,2013,F1H,HOL,494
2086,130073,2013,1/4HOL,BR,0
2087,130073JO,2013,F1H,HOL,304
2088,130073PL,2013,F1H,HO11572,576
2089,130074,2013,1/4HOL,BR,0
2090,130075,2013,1/4HOL,BR,0
2091,130076JO,2013,F1H,HOL,400
2092,130077,2013,1/4HOL,BR,0
2093,130077HO,2013,F1H,HO7123,445
2094,130079HO,2013,F1H,HO7123,478
2095,130080,2013,1/4HOL,BR,0
2096,130080JO,2013,F1H,HOL,468
2097,130081HO,2013,F1H,HO7123,871
2098,130081JO,2013,F1H,HOL,318
2099,130082,2013,1/4HOL,BR,0
2100,130082HO,2013,F1H,HO9578,331
2101,130083JO,2013,F1H,HOL,457
2102,130083PL,2013,F1H,HO11572,379
2103,130085JO,2013,F1H,HOL,308
2104,130086,2013,1/4HOL,BR,0
2105,130086ME,2013,F1H,HOL,339
2106,130087,2013,1/4HOL,BR,0
2107,130087JO,2013,F1H,HOL,350
2108,130087PL,2013,F1H,HO11572,479
2109,130088HO,2013,F1H,HO7123,316
2110,130089JO,2013,F1H,HOL,307
2111,130090HO,2013,F1H,HO9578,318
2112,130090JO,2013,F1H,HOL,350
2113,130090PL,2013,F1H,HO11572,0
2114,130091JO,2013,F1H,HOL,338
2115,130092JO,2013,F1H,HOL,334
2116,130093JO,2013,F1H,HOL,323
2117,130095HO,2013,F1H,HO7123,425
2118,130095JO,2013,F1H,HOL,329
2119,130096JO,2013,F1H,HOL,320
2120,130097,2013,1/4HOL,BR,0
2121,130097ME,2013,F1H,HOL,322
2122,130098,2013,1/4HOL,BR,0
2123,130099,2013,1/4HOL,BR,0
2124,130099JO,2013,F1H,HOL,323
2125,130099ME,2013,F1H,HOL,559
2126,130100PL,2013,F1H,HO11572,404
2127,130101,2013,1/4HOL,BR,0
2128,130101JO,2013,F1H,HOL,356
2129,130101PL,2013,F1H,HO11572,350
2130,130102,2013,1/4HOL,BR,0
2131,130102ME,2013,F1H,HOL,311
2132,130102PL,2013,F1H,HO11572,299
2133,130103,2013,1/4HOL,BR,0
2134,130103JO,2013,F1H,HOL,0
2135,130103ME,2013,F1H,HOL,299
2136,130104ME,2013,F1H,HOL,0
2137,130105ME,2013,F1H,HOL,0
2138,130106,2013,1/4HOL,BR,0
2139,130106EC,2013,F1H,HO9578,0
2140,130106ME,2013,F1H,HOL,0
2141,130106PL,2013,F1H,HO11572,608
2142,130107ME,2013,F1H,HOL,320
2143,130107PL,2013,F1H,HO11572,313
2144,130108ME,2013,F1H,HOL,347
2145,130109,2013,1/4HOL,BR,0
2146,130110,2013,1/4HOL,BR,0
2147,130110PL,2013,F1H,HO11572,371
2148,130111,2013,1/4HOL,BR,0
2149,130111HO,2013,F1H,HO9578,326
2150,130111PL,2013,F1H,HO11572,345
2151,130113,2013,1/4HOL,BR,0
2152,130115,2013,1/4HOL,BR,0
2153,130116,2013,1/4HOL,BR,0
2154,130116ME,2013,F1H,HOL,297
2155,130118PL,2013,F1H,HO11572,493
2156,130119,2013,1/4HOL,BR,0
2157,130119PL,2013,F1H,HO11572,351
2158,130120,2013,1/4HOL,BR,0
2159,130121PL,2013,F1H,HO11572,307
2160,130122,2013,1/4HOL,BR,0
2161,130123,2013,1/4HOL,BR,0
2162,130123ME,2013,F1H,HOL,368
2163,130124,2013,1/4HOL,BR,0
2164,130124PL,2013,F1H,HO11572,334
2165,130125,2013,1/4HOL,BR,0
2166,130127PL,2013,F1H,HO11572,362
2167,130129,2013,1/4HOL,BR,0
2168,130130HO,2013,F1H,HO9578,370
2169,130130ME,2013,F1H,HOL,0
2170,130130PL,2013,F1H,HO11572,321
2171,130131,2013,1/4HOL,BR,0
2172,130131PL,2013,F1H,HO11572,391
2173,130132,2013,1/4HOL,BR,0
2174,130134,2013,1/4HOL,BR,0
2175,130135,2013,1/4HOL,BR,0
2176,130135ME,2013,F1H,HOL,502
2177,130136HO,2013,F1H,HO7123,306
2178,130136ME,2013,F1H,HOL,316
2179,130137,2013,1/4HOL,BR,0
2180,130139,2013,1/4HOL,BR,0
2181,130140PL,2013,F1H,HO11572,355
2182,130141PL,2013,F1H,HO11572,0
2183,130142,2013,1/4HOL,BR,0
2184,130143,2013,1/4HOL,BR,0
2185,130143PL,2013,F1H,HO11572,534
2186,130145PL,2013,F1H,HO11572,310
2187,130146PL,2013,F1H,HO11572,366
2188,130147HO,2013,F1H,HO7123,368
2189,130148ME,2013,F1H,HOL,349
2190,130149ME,2013,F1H,HOL,325
2191,130149PL,2013,F1H,HO11572,299
2192,130150,2013,1/4HOL,BR,0
2193,130151,2013,1/4HOL,BR,0
2194,130151ME,2013,F1H,HOL,313
2195,130152PL,2013,F1H,HO11572,291
2196,130153PL,2013,F1H,HO11572,434
2197,130154,2013,1/4HOL,BR,0
2198,130156,2013,1/4HOL,BR,0
2199,130157PL,2013,F1H,HO11572,320
2200,130158,2013,1/4HOL,BR,0
2201,130158PL,2013,F1H,HO11572,310
2202,130159,2013,1/4HOL,BR,0
2203,130160,2013,1/4HOL,BR,0
2204,130160PL,2013,F1H,HO11572,317
2205,130161,2013,1/4HOL,BR,0
2206,130162,2013,1/4HOL,BR,0
2207,130163,2013,1/4HOL,BR,0
2208,130164,2013,1/4HOL,BR,0
2209,130165,2013,1/4HOL,BR,0
2210,130165PL,2013,F1H,HO11572,300
2211,130166,2013,1/4HOL,BR,0
2212,130166ME,2013,F1H,HOL,0
2213,130168,2013,1/4HOL,BR,0
2214,130170ME,2013,F1H,HOL,328
2215,130170PL,2013,F1H,HO11572,317
2216,130171,2013,1/4HOL,BR,0
2217,130171PL,2013,F1H,HO11572,475
2218,130172ME,2013,F1H,HOL,0
2219,130174ME,2013,F1H,HOL,0
2220,130174PL,2013,F1H,HO11572,0
2221,130175,2013,1/4HOL,BR,0
2222,130175HO,2013,F1H,HO9578,602
2223,130176,2013,1/4HOL,BR,0
2224,130176HO,2013,F1H,HO9578,339
2225,130180PL,2013,F1H,HO11572,329
2226,130182,2013,1/4HOL,BR,0
2227,130182ME,2013,F1H,HOL,429
2228,130183,2013,1/4HOL,BR,0
2229,130183PL,2013,F1H,HO11572,342
2230,130186,2013,1/4HOL,BR,0
2231,130186PL,2013,F1H,HO11572,325
2232,130187,2013,1/4HOL,BR,0
2233,130188,2013,1/4HOL,BR,0
2234,130189,2013,1/4HOL,BR,0
2235,130189PL,2013,F1H,HO11572,336
2236,130190,2013,1/4HOL,BR,0
2237,130190ME,2013,F1H,HOL,359
2238,130191,2013,1/4HOL,BR,0
2239,130193,2013,1/4JER,BR,0
2240,130194,2013,1/4HOL,BR,0
2241,130194ME,2013,F1H,HOL,299
2242,130195PL,2013,F1H,HO11572,319
2243,130197,2013,1/4HOL,BR,0
2244,130198,2013,1/4HOL,BR,0
2245,130198HO,2013,F1H,HO9578,378
2246,130198PL,2013,F1H,HO11572,331
2247,130199,2013,1/4HOL,BR,0
2248,130201PL,2013,F1H,HO11572,536
2249,130202,2013,1/4HOL,BR,0
2250,130204,2013,1/4HOL,BR,0
2251,130205ME,2013,F1H,HOL,314
2252,130209,2013,1/4HOL,BR,0
2253,130211,2013,1/4HOL,BR,0
2254,130212,2013,1/4HOL,BR,0
2255,130212PL,2013,F1H,HO11572,359
2256,130213,2013,1/4HOL,BR,0
2257,130213ME,2013,F1H,HOL,389
2258,130216,2013,1/4HOL,BR,0
2259,130217,2013,1/4HOL,BR,0
2260,130218,2013,1/4HOL,BR,0
2261,130218ME,2013,F1H,HOL,364
2262,130219,2013,1/4HOL,BR,0
2263,130221PL,2013,F1H,HO11572,320
2264,130224PL,2013,F1H,HO11572,309
2265,130225ME,2013,F1H,HOL,340
2266,130227,2013,1/4HOL,BR,0
2267,130228,2013,1/4HOL,BR,0
2268,130229,2013,1/4HOL,BR,0
2269,130233,2013,1/4HOL,BR,0
2270,130234,2013,1/4HOL,BR,0
2271,130235,2013,1/4HOL,BR,0
2272,130235HO,2013,F1H,HO9578,389
2273,130235ME,2013,F1H,HOL,334
2274,130235PL,2013,F1H,HO11572,324
2275,130237,2013,1/4HOL,BR,0
2276,130238,2013,1/4HOL,BR,0
2277,130239,2013,1/4HOL,BR,0
2278,130239HO,2013,F1H,HO7123,330
2279,130240HO,2013,F1H,HO9578,332
2280,130240ME,2013,F1H,HOL,0
2281,130241,2013,1/4HOL,BR,0
2282,130243,2013,1/4HOL,BR,0
2283,130244,2013,1/4HOL,BR,0
2284,130246ME,2013,F1H,HOL,335
2285,130247,2013,1/4HOL,BR,0
2286,130249HO,2013,F1H,HO9578,0
2287,130250,2013,1/4HOL,BR,0
2288,130253,2013,1/4HOL,BR,0
2289,130254,2013,1/4HOL,BR,0
2290,130254HO,2013,F1H,HO9578,312
2291,130255ME,2013,F1H,HOL,317
2292,130256,2013,1/4JER,BR,0
2293,130259HO,2013,F1H,HO9578,359
2294,130260,2013,1/4HOL,BR,0
2295,130263HO,2013,F1H,HO9578,351
2296,130264HO,2013,F1H,HOL,357
2297,130265,2013,1/4HOL,BR,0
2298,130266PL,2013,F1H,HO11572,370
2299,130267,2013,1/4JER,BR,0
2300,130270,2013,1/4HOL,BR,0
2301,130271,2013,1/4HOL,BR,0
2302,130271ME,2013,F1H,HOL,319
2303,130272,2013,1/4HOL,BR,0
2304,130277,2013,1/4HOL,BR,0
2305,130280EC,2013,F1H,HO9578,442
2306,130281ME,2013,F1H,HOL,324
2307,130282ME,2013,F1H,HOL,326
2308,130283,2013,1/4HOL,BR,0
2309,130283HO,2013,F1H,HO9578,334
2310,130288,2013,1/4HOL,BR,0
2311,130288ME,2013,F1H,HOL,0
2312,130289HO,2013,F1H,HO9578,342
2313,130292,2013,1/4HOL,BR,0
2314,130293,2013,1/4HOL,BR,0
2315,130293HO,2013,F1H,HO7123,315
2316,130294,2013,1/4HOL,BR,0
2317,130297,2013,1/4HOL,BR,0
2318,130297HO,2013,F1H,HO9578,321
2319,130297ME,2013,F1H,HOL,375
2320,130298,2013,1/4HOL,BR,0
2321,130299,2013,1/4HOL,BR,0
2322,130305ME,2013,F1H,HOL,291
2323,130312HO,2013,F1H,HO7123,349
2324,130314ME,2013,F1H,HOL,337
2325,130316ME,2013,F1H,HOL,308
2326,130319ME,2013,F1H,HOL,0
2327,130328HO,2013,F1H,HO7123,306
2328,130331HO,2013,F1H,HO7123,650
2329,130333ME,2013,F1H,HOL,0
2330,130336ME,2013,F1H,HOL,308
2331,130338ME,2013,F1H,HOL,346
2332,130342HO,2013,F1H,HOL,289
2333,130348HO,2013,F1H,HO7123,0
2334,130348ME,2013,F1H,HOL,312
2335,130358ME,2013,F1H,HOL,355
2336,130360HO,2013,F1H,HO7123,500
2337,130362HO,2013,F1H,HO7123,509
2338,130365HO,2013,F1H,HO9578,409
2339,130366ME,2013,F1H,BR,0
2340,130371HO,2013,F1H,HO7123,380
2341,130372EC,2013,F1H,HO9578,309
2342,130372ME,2013,F1H,HOL,318
2343,130386ME,2013,F1H,HOL,0
2344,130387HO,2013,F1H,HO7123,390
2345,130388HO,2013,F1H,HO9578,581
2346,130389HO,2013,F1H,HO7123,301
2347,130393HO,2013,F1H,HO9578,320
2348,130394HO,2013,F1H,HO7123,329
2349,130398HO,2013,F1H,HO9578,378
2350,130400HO,2013,F1H,HO7123,363
2351,130401HO,2013,F1H,HO9578,337
2352,130402HO,2013,F1H,HO7123,408
2353,130403HO,2013,F1H,HO7123,301
2354,130405ME,2013,F1H,HOL,325
2355,130407HO,2013,F1H,HO9578,381
2356,130407ME,2013,F1H,HOL,0
2357,130413HO,2013,F1H,HO9578,308
2358,130416ME,2013,F1H,HOL,357
2359,130431ME,2013,F1H,HOL,408
2360,130440ME,2013,F1H,HOL,315
2361,130447ME,2013,F1H,HOL,0
2362,130451ME,2013,F1H,HOL,318
2363,130457HO,2013,F1H,HO7123,0
2364,130458HO,2013,F1H,HO7123,429
2365,130459HO,2013,F1H,HO7123,526
2366,130459ME,2013,F1H,HOL,0
2367,130460HO,2013,F1H,HO7123,473
2368,130461HO,2013,F1H,HO7123,523
2369,130464HO,2013,F1H,HO7123,353
2370,130465HO,2013,F1H,HO7123,349
2371,130466HO,2013,F1H,HO9578,416
2372,130467ME,2013,F1H,HOL,325
2373,130468ME,2013,F1H,HOL,0
2374,130470ME,2013,F1H,HOL,356
2375,130471HO,2013,F1H,HO7123,382
2376,130472ME,2013,F1H,HOL,355
2377,130475ME,2013,F1H,HOL,0
2378,130480HO,2013,F1H,HO9578,0
2379,130487HO,2013,F1H,HO7123,329
2380,130488HO,2013,F1H,HO7123,310
2381,130490HO,2013,F1H,HO7123,331
2382,130494ME,2013,F1H,HOL,317
2383,130498HO,2013,F1H,HO9578,0
2384,130500HO,2013,F1H,HO7123,313
2385,130501HO,2013,F1H,HO9578,402
2386,130503HO,2013,F1H,HO7123,0
2387,130508ME,2013,F1H,HOL,433
2388,130510EC,2013,F1H,HO9578,338
2389,130510ME,2013,F1H,HOL,329
2390,130511HO,2013,F1H,HO7123,257
2391,130512HO,2013,F1H,HO9578,309
2392,130514HO,2013,F1H,HO7123,309
2393,130515HO,2013,F1H,HO7123,0
2394,130516HO,2013,F1H,HO7123,322
2395,130519HO,2013,F1H,HO9578,299
2396,130520HO,2013,F1H,HO9578,394
2397,130522HO,2013,F1H,HO7123,316
2398,130525ME,2013,F1H,HOL,0
2399,130532HO,2013,F1H,HO9578,330
2400,130533HO,2013,F1H,HO7123,326
2401,130541HO,2013,F1H,HO9578,382
2402,130542HO,2013,F1H,HO7123,329
2403,130543HO,2013,F1H,HO9578,352
2404,130547HO,2013,F1H,HO7123,357
2405,130547ME,2013,F1H,HOL,310
2406,130550HO,2013,F1H,HO7123,539
2407,130550ME,2013,F1H,HOL,327
2408,130555EC,2013,F1H,HO7123,329
2409,130558ME,2013,F1H,HOL,352
2410,130560HO,2013,F1H,HO7123,0
2411,130561ME,2013,F1H,HOL,294
2412,130566HO,2013,F1H,HO9578,303
2413,130566ME,2013,F1H,HOL,0
2414,130567HO,2013,F1H,HO7123,592
2415,130568HO,2013,F1H,HO7123,556
2416,130569HO,2013,F1H,HO9578,284
2417,130572HO,2013,F1H,HO7123,0
2418,130575HO,2013,F1H,HO7123,444
2419,130576HO,2013,F1H,HO9578,413
2420,130580HO,2013,F1H,HO7123,0
2421,130588HO,2013,F1H,HO7123,513
2422,130596HO,2013,F1H,HO9578,348
2423,130599HO,2013,F1H,HOL,324
2424,130603HO,2013,F1H,HO7123,344
2425,130612HO,2013,F1H,HO7123,0
2426,130614HO,2013,F1H,HO9578,0
2427,130616HO,2013,F1H,HO7123,332
2428,130620HO,2013,F1H,HO7123,549
2429,130622HO,2013,F1H,HO9578,346
2430,130631HO,2013,F1H,HO7123,336
2431,130633HO,2013,F1H,HO7123,340
2432,130634HO,2013,F1H,HO7123,299
2433,130637HO,2013,F1H,HO7123,426
2434,130638HO,2013,F1H,HO7123,584
2435,130645HO,2013,F1H,HO9578,355
2436,130647HO,2013,F1H,HO7123,384
2437,130648HO,2013,F1H,HO9578,324
2438,130650EC,2013,F1H,HO7123,0
2439,130653HO,2013,F1H,HO9578,327
2440,130668HO,2013,F1H,HO7123,347
2441,130669HO,2013,F1H,HO9578,320
2442,130673HO,2013,F1H,HO9578,339
2443,130679HO,2013,F1H,HO7123,540
2444,130681HO,2013,F1H,HO7123,296
2445,130682HO,2013,F1H,HO7123,0
2446,130690HO,2013,F1H,HO7123,356
2447,130695HO,2013,F1H,HO9578,578
2448,130702HO,2013,F1H,HO7123,346
2449,130703HO,2013,F1H,HO7123,302
2450,130705HO,2013,F1H,HO9578,325
2451,130707HO,2013,F1H,HO9578,356
2452,130713HO,2013,F1H,HO9578,327
2453,130721HO,2013,F1H,HOL,339
2454,130723HO,2013,F1H,HO9578,310
2455,130724HO,2013,F1H,HO9578,394
2456,130726HO,2013,F1H,HO9578,324
2457,130732HO,2013,F1H,HO7123,309
2458,130734HO,2013,F1H,HO7123,309
2459,130735EC,2013,F1H,HO7123,360
2460,130738HO,2013,F1H,HO9578,338
2461,130752HO,2013,F1H,HO9578,0
2462,130755HO,2013,F1H,HO7123,629
2463,130756HO,2013,F1H,HO7123,0
2464,130758HO,2013,F1H,HO7123,0
2465,130760HO,2013,F1H,HO9578,413
2466,130763HO,2013,F1H,HO7123,342
2467,130768HO,2013,F1H,HO7123,304
2468,130769HO,2013,F1H,HO7123,364
2469,130770HO,2013,F1H,HO7123,315
2470,130773HO,2013,F1H,HO7123,0
2471,130774HO,2013,F1H,HO7123,551
2472,130775HO,2013,F1H,HO7123,414
2473,130780HO,2013,F1H,HO7123,0
2474,130781HO,2013,F1H,HO7123,445
2475,130782HO,2013,F1H,HO9578,375
2476,130784HO,2013,F1H,HO7123,382
2477,130785HO,2013,F1H,HO7123,302
2478,130786HO,2013,F1H,HO10079,0
2479,130787HO,2013,F1H,HO7123,516
2480,130790HO,2013,F1H,HO9578,388
2481,130791HO,2013,F1H,HO7123,314
2482,130792HO,2013,F1H,HO7123,327
2483,130793HO,2013,F1H,HO7123,335
2484,130801HO,2013,F1H,HO7123,374
2485,130804HO,2013,F1H,HO9578,319
2486,130809ME,2013,F1H,HOL,322
2487,130810HO,2013,F1H,HO9578,357
2488,130811ME,2013,F1H,HOL,304
2489,130812HO,2013,F1H,HO7123,417
2490,130814HO,2013,F1H,HO9578,325
2491,130815HO,2013,F1H,HO10079,421
2492,130818HO,2013,F1H,HO7123,382
2493,130821HO,2013,F1H,HO7123,365
2494,130821ME,2013,F1H,HOL,535
2495,130822ME,2013,F1H,HOL,320
2496,130824ME,2013,F1H,HOL,568
2497,130825ME,2013,F1H,HOL,302
2498,130828HO,2013,F1H,HO7123,316
2499,130830ME,2013,F1H,HOL,493
2500,130832HO,2013,F1H,HO7123,423
2501,130858HO,2013,F1H,HO9930,368
2502,130860HO,2013,F1H,HO9930,389
2503,130861HO,2013,F1H,HO9578,0
2504,130863HO,2013,F1H,HO7123,473
2505,130868HO,2013,F1H,HO7123,521
2506,130874HO,2013,F1H,HO7123,340
2507,130879HO,2013,F1H,HO7123,403
2508,130883ME,2013,F1H,HOL,338
2509,130896HO,2013,F1H,HO9930,359
2510,130899HO,2013,F1H,HO7123,0
2511,130913ME,2013,F1H,HOL,0
2512,130914HO,2013,F1H,HO9930,375
2513,130916ME,2013,F1H,HOL,564
2514,130917HO,2013,F1H,HO9930,0
2515,130918HO,2013,F1H,HO10079,0
2516,130923ME,2013,F1H,HOL,0
2517,130925ME,2013,F1H,HOL,0
2518,130936ME,2013,F1H,HOL,0
2519,130941HO,2013,F1H,HO7123,342
2520,130968HO,2013,F1H,HO9930,345
2521,130996ME,2013,F1H,HOL,426
2522,130997HO,2013,F1H,HO10079,326
2523,131003HO,2013,F1H,HO9930,275
2524,131030HO,2013,F1H,HO9930,313
2525,131034HO,2013,F1H,HOL,425
2526,131038HO,2013,F1H,HO10079,308
2527,131039HO,2013,F1H,HO9930,384
2528,132065MA,2014,F1H,HOL,376
2529,132227MA,2014,F1H,HOL,334
2530,132808MA,2014,F1H,HOL,469
2531,133105ME,2013,F1H,HOL,0
2532,133149ME,2013,F1H,BR,0
2533,133218ME,2013,F1H,HOL,320
2534,133305ME,2013,F1H,HOL,0
2535,137006MA,2014,F1H,HOL,329
2536,137038MA,2014,F1H,HOL,0
2537,137128MA,2014,F1H,HOL,337
2538,138077MA,2014,F1H,HOL,0
2539,14,2013,1/4HOL,BR,0
2540,140001HO,2014,F1H,HOL,459
2541,140003MA,2014,F1H,HOL,0
2542,140004HO,2014,F1H,HO10392,340
2543,140005HO,2014,F1H,HO10346,406
2544,140006HO,2014,F1H,HO0661,477
2545,140007HO,2014,F1H,HO10346,305
2546,140008HO,2014,F1H,HO0346,312
2547,140009HO,2014,F1H,HO10346,533
2548,140010HO,2014,F1H,HO10392,509
2549,140012HO,2014,F1H,HO10346,327
2550,140013HO,2014,F1H,HO0346,0
2551,140013MA,2014,F1H,HOL,325
2552,140014HO,2014,F1H,HO10661,504
2553,140015HO,2014,F1H,HO0392,336
2554,140016HO,2014,F1H,HO10392,0
2555,140016MA,2014,F1H,HOL,0
2556,140018HO,2014,F1H,HO0392,343
2557,140019HO,2014,F1H,HO0392,339
2558,140020HO,2014,F1H,HO10346,360
2559,140021HO,2014,F1H,HO10346,0
2560,140022HO,2014,F1H,HO10346,240
2561,140023HO,2014,F1H,HO0392,323
2562,140023MA,2014,F1H,HOL,402
2563,140024HO,2014,F1H,HO0392,307
2564,140025HO,2014,F1H,HO0346,355
2565,140026HO,2014,F1H,HO0392,544
2566,140027EC,2014,F1H,HO0392,407
2567,140027MA,2014,F1H,HOL,486
2568,140028HO,2014,F1H,HO0392,0
2569,140029HO,2014,F1H,HO0661,328
2570,140030HO,2014,F1H,HO0661,317
2571,140031HO,2014,F1H,HO0346,389
2572,140032HO,2014,F1H,HO0661,403
2573,140032MA,2014,F1H,HOL,328
2574,140033HO,2014,F1H,HO0661,323
2575,140034HO,2014,F1H,HO0392,0
2576,140035HO,2014,F1H,HO0346,0
2577,140036HO,2014,F1H,HO0392,312
2578,140037HO,2014,F1H,HO10661,314
2579,140038HO,2014,F1H,HO0392,326
2580,140038MA,2014,F1H,HOL,472
2581,140039HO,2014,F1H,HO10346,401
2582,140040MA,2014,F1H,HOL,0
2583,140041HO,2014,F1H,HO0346,492
2584,140042HO,2014,F1H,HO0392,368
2585,140043HO,2014,F1H,HO0392,0
2586,140044HO,2014,F1H,HO10346,356
2587,140044MA,2014,F1H,HOL,654
2588,140045HO,2014,F1H,HO0392,362
2589,140045MA,2014,F1H,HOL,0
2590,140046HO,2014,F1H,HO0346,371
2591,140047HO,2014,F1H,HO10392,311
2592,140048HO,2014,F1H,HO0346,387
2593,140049HO,2014,F1H,HO0392,0
2594,140050HO,2014,F1H,HO0392,316
2595,140051HO,2014,F1H,HO0346,0
2596,140052HO,2014,F1H,HO0346,351
2597,140054FF,2014,F1H,HOL,401
2598,140054HO,2014,F1H,HO10346,0
2599,140055MA,2014,F1H,HOL,322
2600,140056FF,2014,F1H,HOL,505
2601,140056HO,2014,F1H,HO0661,364
2602,140057HO,2014,F1H,HO09930,0
2603,140059HO,2014,F1H,HO10079,301
2604,140060FF,2014,F1H,HOL,497
2605,140061FF,2014,F1H,HOL,511
2606,140061HO,2014,F1H,HO10079,532
2607,140062FF,2014,F1H,HOL,353
2608,140063FF,2014,F1H,HOL,0
2609,140064FF,2014,F1H,HOL,329
2610,140065MA,2014,F1H,HOL,320
2611,140066FF,2014,F1H,HOL,0
2612,140066HO,2014,F1H,HO10079,326
2613,140067HO,2014,F1H,HO0392,350
2614,140069MA,2014,F1H,HOL,0
2615,140071HO,2014,F1H,HO10079,0
2616,140072HO,2014,F1H,HO10360,316
2617,140072ML,2014,F1H,HOL,0
2618,140073HO,2014,F1H,HO10360,328
2619,140075FF,2014,F1H,HOL,307
2620,140075HO,2014,F1H,HO10079,376
2621,140076HO,2014,F1H,HO10079,0
2622,140076MA,2014,F1H,HOL,405
2623,140076ML,2014,F1H,HOL,0
2624,140077FF,2014,F1H,HOL,307
2625,140077HO,2014,F1H,HO10360,355
2626,140077MA,2014,F1H,HOL,384
2627,140078MA,2014,F1H,HOL,475
2628,140080FF,2014,F1H,HOL,0
2629,140080MA,2014,F1H,HOL,340
2630,140081FF,2014,F1H,HOL,0
2631,140081HO,2014,F1H,HO10079,0
2632,140081MA,2014,F1H,HOL,606
2633,140083MA,2014,F1H,HOL,321
2634,140084MA,2014,F1H,HOL,0
2635,140085HO,2014,F1H,HO10079,323
2636,140085ML,2014,F1H,HOL,0
2637,140087FF,2014,F1H,HOL,333
2638,140087MA,2014,F1H,HOL,328
2639,140089HO,2014,F1H,HO10079,447
2640,140089ML,2014,F1H,HOL,0
2641,140090MA,2014,F1H,HOL,326
2642,140091FF,2014,F1H,HOL,336
2643,140091HO,2014,F1H,HO10360,337
2644,140093HO,2014,F1H,HO10360,311
2645,140095ML,2014,F1H,HOL,0
2646,140096FF,2014,F1H,HOL,397
2647,140096MA,2014,F1H,HOL,366
2648,140099HO,2014,F1H,HO10079,347
2649,140100HO,2014,F1H,HO10360,0
2650,140103FF,2014,F1H,HOL,361
2651,140103HO,2014,F1H,HO10079,312
2652,140105FF,2014,F1H,HOL,332
2653,140106MA,2014,F1H,HOL,522
2654,140107HO,2014,F1H,HO10360,379
2655,140110FF,2014,F1H,HOL,334
2656,140111MA,2014,F1H,HOL,427
2657,140112FF,2014,F1H,HOL,313
2658,140114FF,2014,F1H,HOL,385
2659,140115MA,2014,F1H,HOL,319
2660,140118HO,2014,F1H,HO10360,330
2661,140118MA,2014,F1H,HOL,379
2662,140120FF,2014,F1H,HOL,0
2663,140122FF,2014,F1H,HOL,456
2664,140122HO,2014,F1H,HO10079,361
2665,140129HO,2014,F1H,HO10079,327
2666,140134FF,2014,F1H,HOL,397
2667,140135HO,2014,F1H,HO09578,388
2668,140145FF,2014,F1H,HOL,340
2669,140149FF,2014,F1H,HOL,0
2670,140150FF,2014,F1H,HOL,0
2671,140150MA,2014,F1H,HOL,534
2672,140151FF,2014,F1H,HOL,331
2673,140152FF,2014,F1H,HOL,539
2674,140154MA,2014,F1H,HOL,0
2675,140155FF,2014,F1H,HOL,0
2676,140158FF,2014,F1H,HOL,426
2677,140165FF,2014,F1H,HOL,298
2678,140170FF,2014,F1H,HOL,426
2679,140173FF,2014,F1H,HO,328
2680,140176MA,2014,F1H,HOL,320
