,ID,ANO_NACIMIENTO,RAZA,PADRE,INTERPARTO
713,100901HO,2010,F1H,H0585,0
714,100902HO,2010,F1H,H0589,326
715,100935HO,2010,F1H,H0681,335
716,100937HO,2010,F1H,H0681,584
717,100939HO,2010,F1H,H0681,0
718,100941HO,2010,F1H,H0681,683
719,100948HO,2010,F1H,H0681,312
720,100949HO,2010,F1H,H0585,342
721,100953HO,2010,F1H,H0681,498
722,100955HO,2010,F1H,H0681,338
723,100958HO,2010,F1H,HO0681,0
724,101000HO,2010,F1H,H0681,419
725,101004HO,2010,F1H,H0681,329
726,101005HO,2010,F1H,H0681,320
727,101084CP,2010,F1H,BR,380
728,110000HO,2011,F1H,BR,418
729,110003CA,2011,F1H,HOL,382
730,110005,2011,1/4HOL,BR,0
731,110008JE,2011,F1J,JE5181,0
732,110009HO,2011,F1H,HO7681,388
733,110010,2011,1/4HOL,BR,0
734,110012,2011,1/4HOL,BR,0
735,110012HO,2011,F1H,HO7681,0
736,110013,2011,1/4HOL,BR,0
737,110014,2011,1/4HOL,BR,0
738,110014HO,2011,F1H,HO7681,0
739,110015HO,2011,F1H,HO7681,0
740,110016,2011,1/4HOL,BR,0
741,110016HO,2011,F1H,HO7816,0
742,110017HO,2011,F1H,HO7681,415
743,110018HO,2011,EC,HO8161,365
744,110019,2011,1/4HOL,BR,0
745,110019HO,2011,F1H,HO8161,515
746,110020,2011,1/4HOL,BR,0
747,110020HO,2011,F1H,HO7681,0
748,110021,2011,1/4HOL,BR,0
749,110021HO,2011,F1H,HO7816,719
750,110022,2011,1/4HOL,BR,0
751,110022JE,2011,F1J,JE5181,0
752,110023HO,2011,F1H,HO8161,329
753,110024HO,2011,F1H,HO8161,0
754,110025HO,2011,F1H,HO7681,0
755,110026,2011,1/4HOL,BR,0
756,110026JE,2011,F1J,JE5181,527
757,110027HO,2011,F1H,HO7681,662
758,110028HO,2011,F1H,HO7816,563
759,110029,2011,1/4HOL,BR,0
760,110029HO,2011,F1H,HO8161,326
761,110030,2011,1/4HOL,BR,0
762,110032,2011,1/4HOL,BR,0
763,110032HO,2011,F1H,HO7681,0
764,110033HO,2011,F1H,HO7681,391
765,110034HO,2011,F1H,HO8161,0
766,110035HO,2011,F1H,HO7681,334
767,110036HO,2011,F1H,HO7681,342
768,110037HO,2011,F1H,HO8161,433
769,110038HO,2011,F1H,HO7681,332
770,110040,2011,1/4HOL,BR,0
771,110041,2011,1/4HOL,BR,0
772,110041HO,2011,F1H,HO7681,415
773,110043,2011,1/4HOL,BR,0
774,110044HO,2011,F1H,HO7681,601
775,110045HO,2011,F1H,HO7681,400
776,110046,2011,1/4HOL,BR,0
777,110046HO,2011,EC,HO7681,339
778,110047,2011,1/4HOL,BR,0
779,110047HO,2011,F1H,HO8161,0
780,110048,2011,1/4HOL,BR,0
781,110049JE,2011,F1J,JERSEY,401
782,110050,2011,1/4HOL,BR,0
783,110050JE,2011,F1J,JE5181,315
784,110051,2011,1/4HOL,BR,0
785,110052,2011,1/4HOL,BR,0
786,110052HO,2011,EC,HO8161,0
787,110053HO,2011,F1H,HO7681,361
788,110054HO,2011,F1H,HO7681,521
789,110056HO,2011,F1H,HO7681,320
790,110057,2011,1/4HOL,BR,0
791,110057HO,2011,F1H,HOL,0
792,110058HO,2011,F1H,HO7681,580
793,110059HO,2011,F1H,HO7816,442
794,110060JE,2011,F1J,JE5181,492
795,110061HO,2011,F1H,HO7681,0
796,110062,2011,1/4HOL,BR,0
797,110062HO,2011,F1H,HO7681,0
798,110063H3,2011,1/4HOL,BR,0
799,110063HO,2011,F1H,HO7681,0
800,110064HO,2011,F1H,HO8161,385
801,110065,2011,1/4HOL,BR,0
802,110065HO,2011,F1H,HO7681,316
803,110066,2011,1/4HOL,BR,0
804,110066HO,2011,F1H,HO7681,346
805,110067,2011,1/4HOL,BR,0
806,110067HO,2011,F1H,HO7681,0
807,110069,2011,1/4HOL,BR,0
808,110069HO,2011,F1H,HO7681,0
809,110070HO,2011,F1H,HO7681,316
810,110071HO,2011,F1H,HO7681,0
811,110073,2011,1/4HOL,BR,0
812,110075HO,2011,F1H,HO7681,322
813,110076,2011,1/4HOL,BR,0
814,110076HO,2011,F1H,HO7681,413
815,110078HO,2011,F1H,HO7681,415
816,110081,2011,1/4HOL,BR,0
817,110081HO,2011,F1H,HO7681,371
818,110082,2011,1/4HOL,BR,0
819,110082HO,2011,F1H,HO7681,0
820,110084,2011,1/4HOL,BR,0
821,110084HO,2011,F1H,HO7681,0
822,110085,2011,1/4HOL,BR,0
823,110086,2011,1/4HOL,BR,0
824,110087,2011,1/4HOL,BR,0
825,110088,2011,1/4HOL,BR,0
826,110089,2011,1/4HOL,BR,0
827,110093,2011,1/4HOL,BR,0
828,110094,2011,1/4HOL,BR,0
829,110095,2011,1/4HOL,BR,0
830,110096,2011,1/4HOL,BR,0
831,110096HO,2011,F1H,HO7681,337
832,110097,2011,1/4HOL,BR,0
833,110098HO,2011,F1H,HO7681,360
834,110100HO,2011,F1H,HO8161,359
835,110101,2011,1/4HOL,BR,0
836,110102,2011,1/4HOL,BR,0
837,110102HO,2011,F1H,HO6440,487
838,110103,2011,1/4HOL,BR,0
839,110105,2011,1/4HOL,BR,0
840,110106HO,2011,F1H,HO7681,298
841,110107,2011,1/4HOL,BR,0
842,110109,2011,1/4HOL,BR,0
843,110110,2011,1/4HOL,BR,0
844,110111,2011,1/4HOL,BR,0
845,110112,2011,1/4HOL,BR,0
846,110114HO,2011,F1H,HO8516,513
847,110115HO,2011,F1H,HO0585,0
848,110115ME,2011,F1H,HOL,301
849,110116HO,2011,F1H,HO7681,540
850,110118HO,2011,F1H,HO7681,401
851,110120,2011,1/4HOL,BR,0
852,110120HO,2011,F1H,HO7816,335
853,110121,2011,1/4HOL,BR,0
854,110122,2011,1/4HOL,BR,0
855,110123,2011,1/4HOL,BR,0
856,110124,2011,1/4HOL,BR,0
857,110126HO,2011,F1H,HO7681,676
858,110127,2011,1/4HOL,BR,0
859,110128,2011,1/4HOL,BR,0
860,110128HO,2011,F1H,HO0585,330
861,110130,2011,1/4HOL,BR,0
862,110132,2011,1/4HOL,BR,0
863,110133,2011,1/4HOL,BR,0
864,110133/,2011,1/4HOL,BR,0
865,110134,2011,1/4HOL,BR,0
866,110135,2011,1/4HOL,BR,0
867,110135HO,2011,F1H,HOL,630
868,110136HO,2011,F1H,HO7681,600
869,110138,2011,1/4HOL,BR,0
870,110139HO,2011,EC,HO0585,0
871,110139ME,2011,F1H,HOL,402
872,110140,2011,1/4HOL,BR,0
873,110141,2011,1/4HOL,BR,0
874,110141HO,2011,F1H,HO6440,637
875,110142,2011,1/4HOL,BR,0
876,110142HO,2011,F1H,HO7681,383
877,110144,2011,1/4HOL,BR,0
878,110145,2011,1/4HOL,BR,0
879,110148,2011,1/4HOL,BR,0
880,110152,2011,1/4HOL,BR,0
881,110153,2011,1/4HOL,BR,0
882,110154,2011,1/4HOL,BR,0
883,110154HO,2011,F1H,HO6440,584
884,110155,2011,1/4HOL,BR,0
885,110155HO,2011,F1H,HO8516,428
886,110157HO,2011,F1H,HO0585,397
887,110158HO,2011,F1H,HO0585,0
888,110159,2011,1/4HOL,BR,0
889,110160,2011,1/4HOL,BR,0
890,110160HO,2011,F1H,HO6440,440
891,110161,2011,1/4HOL,BR,0
892,110162,2011,1/4HOL,BR,0
893,110163,2011,1/4HOL,BR,0
894,110164HO,2011,F1H,HO8516,333
895,110165HO,2011,F1H,HO8516,325
896,110166HO,2011,F1H,HO7681,326
897,110168HO,2011,F1H,HO8745,314
898,110175,2011,1/4HOL,BR,0
899,110177HO,2011,F1H,HO8516,321
900,110178HO,2011,F1H,HO8745,539
901,110179HO,2011,F1H,HO778,277
902,110182,2011,1/4HOL,BR,0
903,110183,2011,1/4HOL,BR,0
904,110183HO,2011,F1H,HO8745,312
905,110184,2011,1/4HOL,BR,0
906,110185,2011,1/4HOL,BR,0
907,110185HO,2011,F1H,HO6440,310
908,110186,2011,1/4HOL,BR,0
909,110187,2011,1/4HOL,BR,0
910,110188,2011,1/4HOL,BR,0
911,110188HO,2011,F1H,HO7816,393
912,110189,2011,1/4HOL,BR,0
913,110190,2011,1/4HOL,BR,0
914,110190HO,2011,F1H,HO7681,0
915,110191,2011,1/4HOL,BR,0
916,110192,2011,1/4HOL,BR,0
917,110192HO,2011,F1H,HO6440,0
918,110198,2011,1/4HOL,BR,0
919,110198HO,2011,F1H,HO0585,314
920,110199,2011,1/4HOL,BR,0
921,110199HO,2011,F1H,HO6440,546
922,110200,2011,1/4HOL,BR,0
923,110203HO,2011,F1H,HO8745,305
924,110204ME,2011,F1H,HOL,380
925,110205,2011,1/4HOL,BR,0
926,110205HO,2011,F1H,HO8516,427
927,110207HO,2011,F1H,HO6440,317
928,110208HO,2011,F1H,HO7681,388
929,110209HO,2011,F1H,HOL,380
930,110212HO,2011,F1H,HO778,338
931,110212ME,2011,F1H,HOL,0
932,110214HO,2011,F1H,HO7681,510
933,110217HO,2011,F1H,HO7681,0
934,110218,2011,1/4HOL,BR,0
935,110219,2011,1/4HOL,BR,0
936,110220,2011,1/4HOL,BR,0
937,110220HO,2011,F1H,HO6440,484
938,110221,2011,1/4HOL,BR,0
939,110221HO,2011,F1H,HO6440,610
940,110224,2011,1/4HOL,BR,0
941,110227,2011,1/4HOL,BR,0
942,110229HO,2011,F1H,HO7681,689
943,110230,2011,1/4HOL,BR,0
944,110231,2011,1/4HOL,BR,0
945,110232,2011,1/4HOL,BR,0
946,110232HO,2011,F1H,HO7681,0
947,110234,2011,1/4HOL,BR,0
948,110235,2011,1/4HOL,BR,0
949,110236,2011,1/4HOL,BR,0
950,110236HO,2011,F1H,HO6440,589
951,110238,2011,1/4HOL,BR,0
952,110244,2011,1/4HOL,BR,0
953,110245HO,2011,F1H,HO7681,317
954,110246,2011,1/4HOL,BR,0
955,110249,2011,1/4HOL,BR,0
956,110250,2011,1/4HOL,BR,0
957,110250HO,2011,EC,HO7681,588
958,110251,2011,1/4HOL,BR,0
959,110252,2011,1/4HOL,BR,0
960,110252HO,2011,F1H,HO8745,411
961,110253HO,2011,F1H,HO7681,0
962,110255,2011,1/4HOL,BR,0
963,110256,2011,1/4HOL,BR,0
964,110256HO,2011,F1H,HO6440,560
965,110257,2011,1/4HOL,BR,0
966,110257HO,2011,F1H,HO7681,446
967,110259HO,2011,EC,HO7681,359
968,110260,2011,1/4HOL,BR,0
969,110260HO,2011,F1H,HO6440,386
970,110262,2011,1/4HOL,BR,0
971,110263,2011,1/4HOL,BR,0
972,110264HO,2011,F1H,HO778,0
973,110267,2011,1/4HOL,BR,0
974,110268,2011,1/4HOL,BR,0
975,110269HO,2011,F1H,HO6440,0
976,110271,2011,1/4HOL,BR,0
977,110273,2011,1/4HOL,BR,0
978,110275,2011,1/4HOL,BR,0
979,110275HO,2011,F1H,HO7681,411
980,110279,2011,1/4HOL,BR,0
981,110280HO,2011,F1H,HO7681,319
982,110281,2011,1/4HOL,BR,0
983,110281HO,2011,F1H,HO7681,0
984,110282,2011,1/4HOL,BR,0
985,110282HO,2011,F1H,HO8516,430
986,110283,2011,1/4HOL,BR,0
987,110284,2011,1/4HOL,BR,0
988,110286,2011,1/4HOL,BR,0
989,110287,2011,1/4HOL,BR,0
990,110287HO,2011,F1H,HO7681,321
991,110290HO,2011,F1H,HO0589,0
992,110291HO,2011,F1H,HO7681,441
993,110294,2011,1/4HOL,BR,0
994,110296,2011,1/4HOL,BR,0
995,110297,2011,1/4HOL,BR,0
996,110298HO,2011,F1H,HO7681,345
997,110299,2011,1/4HOL,BR,0
998,110301,2011,1/4HOL,BR,0
999,110304HO,2011,F1H,HO8161,400
1000,110305,2011,1/4HOL,BR,0
1001,110305HO,2011,F1H,HO8161,414
1002,110306,2011,1/4HOL,BR,0
1003,110307,2011,1/4HOL,BR,0
1004,110307HO,2011,F1H,H0589,0
1005,110308,2011,1/4HOL,BR,0
1006,110310,2011,1/4HOL,BR,0
1007,110311,2011,1/4HOL,BR,0
1008,110312,2011,1/4HOL,BR,0
1009,110314HO,2011,F1H,HO8745,358
1010,110316HO,2011,F1H,HO0589,361
1011,110317,2011,1/4HOL,BR,0
1012,110319HO,2011,F1H,HO0681,408
1013,110321,2011,1/4HOL,BR,0
1014,110327,2011,1/4HOL,BR,0
1015,110328,2011,1/4HOL,BR,0
1016,110329HO,2011,F1H,HO0681,361
1017,110331,2011,1/4HOL,BR,0
1018,110332,2011,1/4HOL,BR,0
1019,110335HO,2011,F1H,HO8161,530
1020,110336,2011,1/4HOL,BR,0
1021,110337HO,2011,F1H,HO0681,375
1022,110338HO,2011,F1H,HO8745,333
1023,110339HO,2011,F1H,H0681,311
1024,110340HO,2011,F1H,HO7681,0
1025,110341,2011,1/4HOL,BR,0
1026,110341JE,2011,F1J,JE5181,322
1027,110342,2011,1/4HOL,BR,0
1028,110342HO,2011,F1H,HO8161,327
1029,110343,2011,F1J,JE,0
1030,110343HO,2011,F1H,HO7681,343
1031,110344,2011,F1J,JE,0
1032,110345,2011,F1J,JE,0
1033,110346,2011,F1J,JE,0
1034,110347,2011,F1J,JE,0
1035,110348,2011,F1J,JE,0
1036,110349,2011,F1J,JE,0
1037,110350,2011,1/4HOL,BR,0
1038,110351,2011,F1J,JE,0
1039,110352,2011,F1J,JE,0
1040,110353,2011,1/4HOL,BR,0
1041,110354,2011,F1J,JE,0
1042,110355,2011,1/4HOL,BR,0
1043,110355HO,2011,F1H,HO7681,0
1044,110356,2011,1/4HOL,BR,0
1045,110357,2011,F1J,JE,0
1046,110358HO,2011,F1H,HO8161,369
1047,110359HO,2011,F1H,HO8161,367
1048,110360,2011,1/4HOL,BR,0
1049,110360HO,2011,F1H,HO0589,326
1050,110362,2011,1/4HOL,BR,0
1051,110363,2011,1/4HOL,BR,0
1052,110365,2011,1/4HOL,BR,0
1053,110367HO,2011,F1H,HO8161,402
1054,110368,2011,1/4HOL,BR,0
1055,110369,2011,1/4HOL,BR,0
1056,110370,2011,1/4HOL,BR,0
1057,110370HO,2011,F1H,HOL,383
1058,110376HO,2011,F1H,HO8745,553
1059,110382HO,2011,F1H,HO8745,379
1060,110406HO,2011,F1H,HO0778,328
1061,110410HO,2011,F1H,HO8745,364
1062,110412JE,2011,F1J,JE5181,459
1063,110413HO,2011,F1H,H0681,493
1064,110417HO,2011,F1H,H0681,430
1065,110424HO,2011,F1H,H0681,308
1066,110426HO,2011,F1H,HO7816,527
1067,110438HO,2011,F1H,HO7816,377
1068,110439HO,2011,F1H,HO8745,614
1069,110442HO,2011,F1H,HO7816,360
1070,110443HO,2011,F1H,HO8516,544
1071,110450HO,2011,F1H,HO0589,349
1072,110454HO,2011,F1H,HO8516,459
1073,110462HO,2011,F1H,HO8745,0
1074,110474HO,2011,F1H,HO0585,475
1075,110484HO,2011,F1H,HOL,479
1076,110485HO,2011,F1H,HO8516,544
1077,110487HO,2011,F1H,HO8516,343
1078,110491HO,2011,F1H,HO0589,0
1079,110513HO,2011,F1H,HO0589,332
1080,110515HO,2011,F1H,HO0589,0
1081,110519HO,2011,F1H,HO0589,412
1082,110520HO,2011,F1H,HO0589,396
1083,110522HO,2011,F1H,HO0589,368
1084,110531HO,2011,F1H,HO0585,0
1085,110532HO,2011,F1H,HO7816,558
1086,110533HO,2011,F1H,HO0589,323
1087,110534HO,2011,F1H,HO0589,0
1088,110539HO,2011,F1H,HO7816,722
1089,110543HO,2011,EC,HO7816,302
1090,110547JE,2011,F1J,JERSEY,422
1091,110554HO,2011,F1H,HO8516,328
1092,110555HO,2011,F1H,HO8516,328
1093,110562HO,2011,F1H,H00589,363
1094,110563HO,2011,F1H,HOL,325
1095,110579HO,2011,F1H,HO8161,305
1096,110580HO,2011,F1H,HO0589,560
1097,110587HO,2011,F1H,HO0589,374
1098,110589HO,2011,F1H,HO8745,346
1099,110591HO,2011,F1H,HO7816,0
1100,110609HO,2011,F1H,HO0585,390
1101,110613HO,2011,F1H,HO0589,323
1102,110614HO,2011,F1H,HO0589,338
1103,110615HO,2011,F1H,HO7816,336
1104,110617HO,2011,F1H,HO0589,395
1105,110636HO,2011,F1H,HO0585,567
1106,110639HO,2011,F1H,HO8745,394
1107,110640HO,2011,F1H,HO8745,0
1108,110644HO,2011,F1H,H0681,323
1109,110654HO,2011,F1H,HO7816,398
1110,110657HO,2011,F1H,HO0589,0
1111,110658HO,2011,F1H,HO8745,442
1112,110659HO,2011,F1H,HO0589,346
1113,110660HO,2011,EC,HO8161,342
1114,110662HO,2011,F1H,HO8516,483
1115,110664HO,2011,F1H,HO0778,337
1116,110668HO,2011,F1H,HO8745,333
1117,110669HO,2011,F1H,HO8745,685
1118,110670HO,2011,F1H,HO8745,322
1119,110671HO,2011,F1H,H0671,0
1120,110674HO,2011,F1H,HO8745,304
1121,110687HO,2011,F1H,HO8745,398
1122,110688HO,2011,F1H,HO8745,515
1123,110691HO,2011,F1H,HO8516,319
1124,110693HO,2011,F1H,HO8745,330
1125,110697HO,2011,F1H,HO0681,654
1126,110698HO,2011,F1H,HO0589,345
1127,110705HO,2011,F1H,HO0778,311
1128,110707HO,2011,F1H,HO8745,306
1129,110708HO,2011,F1H,HO8516,502
1130,110712HO,2011,F1H,HO0585,556
1131,110728HO,2011,F1H,HO7816,367
1132,110735HO,2011,F1H,HO0589,413
1133,110737HO,2011,F1H,HO0589,323
1134,110742HO,2011,F1H,HO8516,350
1135,110745HO,2011,F1H,HO0589,318
1136,110747HO,2011,F1H,HO0589,0
1137,110754HO,2011,F1H,HO8516,548
1138,110769HO,2011,F1H,HO0585,539
1139,110770HO,2011,F1H,HO8745,359
1140,110775HO,2011,F1H,HO8745,370
1141,110783HO,2011,F1H,HO0589,483
1142,110786HO,2011,F1H,HO8745,338
1143,110794HO,2011,F1H,HO8745,354
1144,110797HO,2011,F1H,HO8745,416
1145,110802HO,2011,F1H,HO0589,592
1146,110807HO,2011,F1H,HO8745,618
1147,110810HO,2011,F1H,HO0589,337
1148,110811HO,2011,F1H,HO8745,447
1149,110813HO,2011,F1H,HO8516,324
1150,110814HO,2011,F1H,HO8745,382
1151,110819HO,2011,F1H,HO8516,381
1152,110820HO,2011,F1H,HO0589,917
1153,110829HO,2011,F1H,HO8745,341
1154,110832HO,2011,F1H,HO8745,0
1155,110835HO,2011,F1H,HO0585,379
1156,110837HO,2011,F1H,HO8745,532
1157,110838HO,2011,F1H,HO8745,453
1158,110840HO,2011,F1H,HO8745,0
1159,110841HO,2011,F1H,HO8745,372
1160,110842HO,2011,F1H,HO0589,330
1161,110848HO,2011,F1H,HO8745,343
1162,110853HO,2011,F1H,HO0681,340
1163,110854HO,2011,F1H,HO0589,639
1164,110855HO,2011,F1H,HO0589,0
1165,110856HO,2011,F1H,HO8745,345
1166,110859HO,2011,F1H,HO8745,513
1167,110860HO,2011,F1H,HO8745,571
1168,110866HO,2011,F1H,HO0681,341
1169,110867HO,2011,F1H,HO0681,346
1170,110870HO,2011,F1H,HO8745,0
1171,110873HO,2011,F1H,HO0681,357
1172,110874HO,2011,F1H,HO0681,332
1173,110877HO,2011,F1H,HO8745,367
1174,110879HO,2011,F1H,HO8745,309
1175,110883HO,2011,EC,HO0681,554
1176,110887HO,2011,F1H,HO8745,390
1177,110894HO,2011,F1H,HO0681,378
1178,110895HO,2011,F1H,HO8745,0
1179,110896HO,2011,F1H,HO8745,450
1180,110897HO,2011,F1H,HO0681,0
1181,110901HO,2011,F1H,HO8745,330
1182,110903HO,2011,F1H,HO7494,340
1183,110904HO,2011,F1H,HO0681,388
1184,110915HO,2011,F1H,HO8745,342
1185,110919HO,2011,F1H,HO8745,0
1186,110923HO,2011,F1H,HO0681,0
1187,110924HO,2011,F1H,HO0589,297
1188,110926HO,2011,F1H,HO7494,321
1189,110930HO,2011,F1H,HO0681,343
1190,110931HO,2011,F1H,HO8745,457
1191,110936HO,2011,F1H,HO7494,583
1192,110940HO,2011,F1H,HO8745,474
1193,110945HO,2011,F1H,HO0589,553
1194,110946HO,2011,F1H,HO8745,426
1195,110949HO,2011,F1H,HO8745,322
1196,110957HO,2011,F1H,HO7494,367
1197,110961HO,2011,F1H,HO7494,533
1198,110967HO,2011,F1H,HO7494,545
1199,110968HO,2011,EC,HO8745,490
1200,110969HO,2011,F1H,HO0681,388
1201,110970HO,2011,F1H,HO8745,632
1202,110971HO,2011,F1H,HO0681,503
1203,110972HO,2011,F1H,HO7494,355
1204,110975HO,2011,F1H,HO7494,401
1205,110979HO,2011,F1H,HO7494,327
1206,110982HO,2011,F1H,HO7494,319
1207,110986HO,2011,F1H,HO7494,401
1208,110990HO,2011,F1H,HO7494,330
1209,111003HO,2011,F1H,HO8161,647
1210,111005HO,2011,F1H,HO7494,396
1211,111016HO,2011,F1H,HO7494,405
1212,111019HO,2011,F1H,HO0681,337
1213,1110216,2011,1/4HOL,BR,0
1214,111024HO,2011,F1H,HO0681,404
1215,111029HO,2011,F1H,HO0681,303
1216,111031HO,2011,F1H,HO8161,384
1217,111049HO,2011,F1H,HO8161,357
1218,111050HO,2011,F1H,HO8161,342
1219,111053HO,2011,F1H,HO8161,431
1220,111054HO,2011,F1H,HO8161,391
1221,111058HO,2011,F1H,HO8161,0
1222,111068HO,2011,F1H,HO0681,407
1223,111070HO,2011,F1H,HO8161,317
1224,111073HO,2011,F1H,HO8161,326
1225,111084HO,2011,F1H,HO8161,333
1226,111097HO,2011,F1H,HO8745,371
1227,111106HO,2011,F1H,HO8161,336
1228,111109HO,2011,F1H,HO8161,349
1229,111120HO,2011,F1H,HO8161,0
1230,111124HO,2011,F1H,HO8161,211
1231,111126HO,2011,F1H,HO8161,324
1232,111131HO,2011,F1H,HO8161,343
1233,111142HO,2011,F1H,HO8161,534
1234,111767CP,2011,F1H,BR,0
1235,113389SD,2011,F1H,H9247,404
1236,113406SD,2011,F1H,H7979,384
1237,113422SD,2011,F1H,H8161,330
1238,113481SD,2011,F1H,H6992,0
1239,113489SD,2011,F1H,H7979,334
1240,113603SD,2011,F1H,BR,328
1241,113639SD,2011,F1H,H6992,371
1242,113718SD,2011,F1H,H7494,517
1243,113743SD,2011,F1H,H7494,667
1244,113762SD,2011,F1H,H10188,549
1245,113771SD,2011,F1H,H9247,372
1246,113796SD,2011,F1H,HOL,0
1247,113800SD,2011,F1H,H10356,354
1248,113823SD,2011,F1H,H7979,395
1249,113832SD,2011,F1H,H8161,347
1250,113838SD,2011,F1H,H8161,386
1251,113841SD,2011,F1H,H7979,569
1252,113884SD,2011,F1H,H7494,337
1253,113886SD,2011,F1H,H7494,499
1254,113912SD,2011,F1H,H8745,0
1255,113932SD,2011,F1H,H7494,396
1256,113938SD,2011,F1H,H8745,293
1257,113942SD,2011,F1H,H10188,320
1258,113953SD,2011,F1H,H9900,354
1259,113967SD,2011,F1H,H7494,337
1260,113969SD,2011,F1H,H8347,514
1261,113974SD,2011,F1H,H8161,310
1262,113980SD,2011,F1H,H7494,516
1263,113986SD,2011,F1H,H6992,341
1264,113996SD,2011,F1H,H6992,375
1265,114001SD,2011,F1H,H8161,405
1266,114004SD,2011,F1H,H6992,581
1267,114005SD,2011,F1H,H6992,405
1268,114010SD,2011,F1H,H8347,357
1269,114017SD,2011,F1H,H7494,0
1270,114021SD,2011,F1H,H8161,358
1271,114025SD,2011,F1H,H9504,305
1272,114029SD,2011,F1H,H8347,323
1273,114031SD,2011,F1H,H8347,445
1274,114034SD,2011,F1H,H9900,490
1275,114036SD,2011,F1H,H8347,434
1276,114040SD,2011,F1H,H7494,404
1277,114044SD,2011,F1H,H8745,415
1278,114046SD,2011,F1H,H6992,539
1279,114052SD,2011,F1H,H6992,662
1280,114054SD,2011,F1H,H8745,424
1281,114060SD,2011,F1H,H8347,389
1282,114061SD,2011,F1H,H9504,487
1283,114071SD,2011,F1H,H8161,364
1284,114082SD,2011,F1H,H9900,526
1285,114085SD,2011,F1H,H8161,326
1286,114088SD,2011,F1H,H9900,320
1287,114089SD,2011,F1H,H7494,419
1288,114090SD,2011,F1H,H7494,432
1289,114092SD,2011,F1H,H9504,376
1290,114093SD,2011,F1H,H7494,358
1291,114109SD,2011,F1H,H9504,372
1292,114113SD,2011,F1H,H8161,341
1293,114115SD,2011,F1H,H8161,359
1294,114121SD,2011,F1H,H7494,514
1295,114127SD,2011,F1H,H7494,461
1296,114133SD,2011,F1H,H8161,478
1297,114138SD,2011,F1H,H7494,403
1298,114139SD,2011,F1H,HOL,325
1299,114141SD,2011,F1H,H7494,550
1300,114149SD,2011,F1H,H8161,0
1301,114153SD,2011,F1H,H6440,306
1302,114155SD,2011,F1H,H8161,327
1303,114161SD,2011,F1H,H8161,301
1304,114171SD,2011,F1H,H8161,328
1305,114172SD,2011,F1H,H6440,492
1306,114173SD,2011,F1H,H8161,507
1307,114181SD,2011,F1H,H7494,545
1308,114183SD,2011,F1H,H8161,322
1309,114187SD,2011,F1H,H8161,328
1310,114192SD,2011,F1H,H9711,355
1311,114194SD,2011,F1H,H7494,411
1312,114195SD,2011,F1H,H7979,339
1313,114197SD,2011,F1H,H9711,0
1314,114200SD,2011,F1H,H10356,310
1315,114220SD,2011,F1H,H9900,345
1316,114232SD,2011,F1H,H8161,334
1317,114235SD,2011,F1H,H9711,74
1318,114237SD,2011,F1H,H8745,320
1319,114269SD,2011,F1H,H0594,315
1320,114273SD,2011,F1H,H10356,355
1321,114284SD,2011,F1H,H10188,340
1322,114290SD,2011,F1H,H8347,489
1323,114294SD,2011,F1H,H10356,420
1324,114297SD,2011,F1H,H8161,330
1325,114317SD,2011,F1H,H10188,331
1326,114336SD,2011,F1H,H9711,0
1327,120001,2012,1/4HOL,BR,0
1328,120001CA,2012,F1H,HOL,355
1329,120001SD,2012,F1H,H9900,692
1330,120002SD,2012,F1H,H9900,349
1331,120003,2012,1/4HOL,BR,0
1332,120003HO,2012,F1H,HO9900,313
1333,120004CA,2012,F1H,BR,337
1334,120004HO,2012,F1H,HO8161,312
1335,120004SD,2012,F1H,HOL,331
1336,120005HO,2012,F1H,HO9504,319
1337,120006CA,2012,F1H,BR,0
1338,120006HO,2012,F1H,HO9711,311
1339,120007,2012,1/4HOL,BR,0
1340,120007CA,2012,F1H,BR,377
1341,120007SD,2012,F1H,H9900,344
1342,120008CA,2012,F1H,BR,341
1343,120008SD,2012,F1H,H9711,570
1344,120009CA,2012,F1H,HOL,355
1345,120009HO,2012,F1H,HO9900,387
1346,120009SD,2012,F1H,H8161,323
1347,120010,2012,1/4HOL,BR,0
1348,120010CA,2012,F1H,BR,302
1349,120011,2012,1/4HOL,BR,0
1350,120011HO,2012,F1H,HO9900,0
1351,120011SD,2012,F1H,H8161,405
1352,120013SD,2012,F1H,H9900,315
1353,120014,2012,1/4HOL,BR,0
1354,120014SD,2012,F1H,H0900,328
1355,120015HO,2012,F1H,HO9900,321
1356,120016HO,2012,F1H,HO9504,0
1357,120017,2012,1/4HOL,BR,0
1358,120018HO,2012,F1H,HO9900,361
1359,120020HO,2012,F1H,HO9504,330
1360,120021HO,2012,F1H,HO9504,367
1361,120021SD,2012,F1H,H0900,324
1362,120022,2012,1/4HOL,BR,0
1363,120022SD,2012,F1H,H7494,408
1364,120023HO,2012,F1H,HO8161,354
1365,120023SD,2012,F1H,H8161,560
1366,120024HO,2012,F1H,HO8161,505
1367,120024SD,2012,F1H,H9900,411
1368,120025,2012,1/4HOL,BR,0
1369,120025SD,2012,F1H,H9711,370
1370,120026HO,2012,F1H,HO9504,301
1371,120027,2012,1/4HOL,BR,0
1372,120027HO,2012,F1H,HO8347,313
1373,120028HO,2012,F1H,HO8161,559
1374,120028SD,2012,F1H,H0594,51
1375,120029HO,2012,F1H,HO9711,396
1376,120030HO,2012,F1H,HO9504,324
1377,120030SD,2012,F1H,H7494,331
